period,year,month,flow,trade_value_usd,country,iso3
202510,2025,10,import,16916460.091,Morocco,MAR
202510,2025,10,import,170007020.037,Netherlands,NLD
202510,2025,10,import,28158122.561,New Zealand,NZL
202510,2025,10,import,3242422.979,Nigeria,NGA
202510,2025,10,import,53436457.599,Norway,NOR
202510,2025,10,import,2493208.416,Pakistan,PAK
202510,2025,10,import,5942637.0,Panama,PAN
202510,2025,10,import,7124176.905,Paraguay,PRY
202510,2025,10,import,226660189.0,Poland,POL
202510,2025,10,import,48931105.468,Portugal,PRT
202510,2025,10,import,43337302.46,Romania,ROU
202510,2025,10,import,12540436.0,Serbia,SRB
202510,2025,10,import,39381734.854,India,IND
202510,2025,10,import,206342325.026,Singapore,SGP
202510,2025,10,import,49916578.95,Slovakia,SVK
202510,2025,10,import,11619519.92,Slovenia,SVN
202510,2025,10,import,23325051.93,South Africa,ZAF
202510,2025,10,import,192160975.228,Spain,ESP
202510,2025,10,import,88449.47,South Sudan,SSD
202510,2025,10,import,76695783.276,Sweden,SWE
202510,2025,10,import,73568928.822,Switzerland,CHE
202510,2025,10,import,143473.001,Togo,TGO
202510,2025,10,import,3250834.984,Trinidad and Tobago,TTO
202510,2025,10,import,69838824.0,Türkiye,TUR
202510,2025,10,import,3137455.237,North Macedonia,MKD
202510,2025,10,import,4402421.03,Egypt,EGY
202510,2025,10,import,308403943.227,United Kingdom,GBR
202510,2025,10,import,673054467.0,USA,USA
202510,2025,10,import,5909745.0,Uzbekistan,UZB
202511,2025,11,import,5416990.27,Azerbaijan,AZE
202511,2025,11,import,14578655.7,Argentina,ARG
202511,2025,11,import,116627585.742,Australia,AUS
202511,2025,11,import,3646929.37,Armenia,ARM
202511,2025,11,import,583332.0,Barbados,BRB
202511,2025,11,import,95878533.557,Belgium,BEL
202511,2025,11,import,299897.462,Bhutan,BTN
202511,2025,11,import,1930520.0,Bolivia (Plurinational State of),BOL
202511,2025,11,import,7100771.262,Bosnia Herzegovina,BIH
202511,2025,11,import,19537218.0,Brazil,BRA
202511,2025,11,import,107841.01,Belize,BLZ
202511,2025,11,import,161868416.658,Canada,CAN
202511,2025,11,import,25165390.49,Chile,CHL
202511,2025,11,import,25361972.09,Colombia,COL
202511,2025,11,import,35186227.0,Croatia,HRV
202511,2025,11,import,11579613.044,Cyprus,CYP
202511,2025,11,import,99240895.0,Czechia,CZE
202511,2025,11,import,53594208.222,Denmark,DNK
202511,2025,11,import,7537553.47,El Salvador,SLV
202511,2025,11,import,15673599.37,Estonia,EST
202511,2025,11,import,545283.876,Faroe Isds,FRO
202511,2025,11,import,806337.596,Fiji,FJI
202511,2025,11,import,22573809.468,Finland,FIN
202511,2025,11,import,278628615.345,France,FRA
202511,2025,11,import,9231832.414,Georgia,GEO
202511,2025,11,import,367726389.898,Germany,DEU
202511,2025,11,import,1408255.715,Ghana,GHA
202511,2025,11,import,35262415.618,Greece,GRC
202511,2025,11,import,10952106.0,Guatemala,GTM
202511,2025,11,import,728534.368,Guyana,GUY
202511,2025,11,import,338695783.005,"China, Hong Kong SAR",HKG
202511,2025,11,import,22663303.614,Hungary,HUN
202511,2025,11,import,3302823.846,Iceland,ISL
202511,2025,11,import,51442078.225,Indonesia,IDN
202511,2025,11,import,63320935.387,Ireland,IRL
202511,2025,11,import,20468000.0,Israel,ISR
202511,2025,11,import,179107275.492,Italy,ITA
202511,2025,11,import,149925394.656,Japan,JPN
202511,2025,11,import,73644729.0,Rep. of Korea,KOR
202511,2025,11,import,3860310.0,Kyrgyzstan,KGZ
202511,2025,11,import,10502996.59,Latvia,LVA
202511,2025,11,import,17254151.0,Lithuania,LTU
202511,2025,11,import,12432775.398,Luxembourg,LUX
202511,2025,11,import,96626817.352,"China, Macao SAR",MAC
202511,2025,11,import,48467339.447,Malaysia,MYS
202511,2025,11,import,3874871.53,Malta,MLT
202511,2025,11,import,3141224.177,Mauritius,MUS
202511,2025,11,import,76707391.0,Mexico,MEX
202511,2025,11,import,4106572.0,Rep. of Moldova,MDA
202511,2025,11,import,2302388.782,Montenegro,MNE
202511,2025,11,import,18389242.741,Morocco,MAR
202511,2025,11,import,140012806.0,Netherlands,NLD
202511,2025,11,import,23109349.15,New Zealand,NZL
202511,2025,11,import,2235213.857,Nigeria,NGA
202511,2025,11,import,46884247.82,Norway,NOR
202511,2025,11,import,2522633.931,Pakistan,PAK
202511,2025,11,import,3606816.0,Panama,PAN
202511,2025,11,import,6198242.008,Paraguay,PRY
202511,2025,11,import,21232922.0,Philippines,PHL
202511,2025,11,import,210481366.0,Poland,POL
202511,2025,11,import,39067651.971,Portugal,PRT
202511,2025,11,import,38080240.26,Romania,ROU
202511,2025,11,import,12481451.0,Serbia,SRB
202511,2025,11,import,38254874.568,India,IND
202511,2025,11,import,188733862.248,Singapore,SGP
202511,2025,11,import,45051396.454,Slovakia,SVK
202511,2025,11,import,10326435.163,Slovenia,SVN
202511,2025,11,import,20155729.718,South Africa,ZAF
202511,2025,11,import,175497707.281,Spain,ESP
202511,2025,11,import,229729.349,South Sudan,SSD
202511,2025,11,import,61235851.829,Sweden,SWE
202511,2025,11,import,73167935.508,Switzerland,CHE
202511,2025,11,import,113610.172,Togo,TGO
202511,2025,11,import,2432511.502,Trinidad and Tobago,TTO
202511,2025,11,import,62758043.0,Türkiye,TUR
202511,2025,11,import,2826501.106,North Macedonia,MKD
202511,2025,11,import,4779756.747,Egypt,EGY
202511,2025,11,import,280932369.481,United Kingdom,GBR
202511,2025,11,import,564146650.0,USA,USA
202512,2025,12,import,8167486.91,Azerbaijan,AZE
202512,2025,12,import,10259901.98,Argentina,ARG
202512,2025,12,import,107868555.63,Australia,AUS
202512,2025,12,import,4883897.8,Armenia,ARM
202512,2025,12,import,722959.5,Barbados,BRB
202512,2025,12,import,106765799.399,Belgium,BEL
202512,2025,12,import,364776.178,Bhutan,BTN
202512,2025,12,import,3815495.0,Bolivia (Plurinational State of),BOL
202512,2025,12,import,6866776.146,Bosnia Herzegovina,BIH
202512,2025,12,import,20998394.0,Brazil,BRA
202512,2025,12,import,179835.87,Belize,BLZ
202512,2025,12,import,160573820.197,Canada,CAN
202512,2025,12,import,30844492.173,Chile,CHL
202512,2025,12,import,31243320.97,Colombia,COL
202512,2025,12,import,35436756.0,Croatia,HRV
202512,2025,12,import,8461551.712,Cyprus,CYP
202512,2025,12,import,94397493.0,Czechia,CZE
202512,2025,12,import,56661751.266,Denmark,DNK
202512,2025,12,import,5617302.8,El Salvador,SLV
202512,2025,12,import,18183574.55,Estonia,EST
202512,2025,12,import,368013.437,Faroe Isds,FRO
202512,2025,12,import,696221.983,Fiji,FJI
202512,2025,12,import,22881271.155,Finland,FIN
202512,2025,12,import,308738962.405,France,FRA
202512,2025,12,import,9898704.225,Georgia,GEO
202512,2025,12,import,332175275.0,Germany,DEU
202512,2025,12,import,1398224.721,Ghana,GHA
202512,2025,12,import,30539689.376,Greece,GRC
202512,2025,12,import,11438653.0,Guatemala,GTM
202512,2025,12,import,435172.281,Guyana,GUY
202512,2025,12,import,347374820.872,"China, Hong Kong SAR",HKG
202512,2025,12,import,25570770.928,Hungary,HUN
202512,2025,12,import,4470822.158,Iceland,ISL
202512,2025,12,import,56610534.986,Indonesia,IDN
202512,2025,12,import,56055621.446,Ireland,IRL
202512,2025,12,import,24813000.0,Israel,ISR
202512,2025,12,import,168008685.727,Italy,ITA
202512,2025,12,import,152887705.694,Japan,JPN
202512,2025,12,import,89894697.0,Rep. of Korea,KOR
202512,2025,12,import,3960622.0,Kyrgyzstan,KGZ
202512,2025,12,import,9894912.6,Latvia,LVA
202512,2025,12,import,17186549.0,Lithuania,LTU
202512,2025,12,import,14153241.402,Luxembourg,LUX
202512,2025,12,import,98068607.293,"China, Macao SAR",MAC
202512,2025,12,import,60240308.439,Malaysia,MYS
202512,2025,12,import,2858519.821,Malta,MLT
202512,2025,12,import,4688644.943,Mauritius,MUS
202512,2025,12,import,85829510.0,Mexico,MEX
202512,2025,12,import,5351656.0,Rep. of Moldova,MDA
202512,2025,12,import,2365815.277,Montenegro,MNE
202512,2025,12,import,18147413.033,Morocco,MAR
202512,2025,12,import,177047993.139,Netherlands,NLD
202512,2025,12,import,23954402.242,New Zealand,NZL
202512,2025,12,import,4909821.772,Nigeria,NGA
202512,2025,12,import,46034603.3,Norway,NOR
202512,2025,12,import,2903911.996,Pakistan,PAK
202512,2025,12,import,4593910.0,Panama,PAN
202512,2025,12,import,6169679.426,Paraguay,PRY
202512,2025,12,import,21769390.0,Philippines,PHL
202512,2025,12,import,211095029.0,Poland,POL
202512,2025,12,import,45431686.832,Portugal,PRT
202512,2025,12,import,35063705.29,Romania,ROU
202512,2025,12,import,11967130.0,Serbia,SRB
202512,2025,12,import,42754789.493,India,IND
202512,2025,12,import,216606487.156,Singapore,SGP
202512,2025,12,import,32186857.24,Slovakia,SVK
202512,2025,12,import,10132152.945,Slovenia,SVN
202512,2025,12,import,22252552.132,South Africa,ZAF
202512,2025,12,import,195279648.143,Spain,ESP
202512,2025,12,import,301781.819,South Sudan,SSD
202512,2025,12,import,63207551.662,Sweden,SWE
202512,2025,12,import,75875222.091,Switzerland,CHE
202512,2025,12,import,427984.646,Togo,TGO
202512,2025,12,import,2177336.657,Trinidad and Tobago,TTO
202512,2025,12,import,63473603.0,Türkiye,TUR
202512,2025,12,import,3462376.292,North Macedonia,MKD
202512,2025,12,import,3853673.16,Egypt,EGY
202512,2025,12,import,252123509.408,United Kingdom,GBR
202512,2025,12,import,587875761.0,USA,USA
202601,2026,1,import,2870999.97,Andorra,AND
202601,2026,1,import,2049149.78,Angola,AGO
202601,2026,1,import,4243020.4,Azerbaijan,AZE
202601,2026,1,import,12441473.94,Argentina,ARG
202601,2026,1,import,103981932.948,Australia,AUS
202601,2026,1,import,2098666.15,Armenia,ARM
202601,2026,1,import,423415.5,Barbados,BRB
202601,2026,1,import,103390721.028,Belgium,BEL
202601,2026,1,import,3951814.0,Bolivia (Plurinational State of),BOL
202601,2026,1,import,5139755.98,Bosnia Herzegovina,BIH
202601,2026,1,import,30306706.0,Brazil,BRA
202601,2026,1,import,111889.445,Belize,BLZ
202601,2026,1,import,148161035.264,Canada,CAN
202601,2026,1,import,25908277.7,Chile,CHL
202601,2026,1,import,27904610.0,Croatia,HRV
202601,2026,1,import,87924077.0,Czechia,CZE
202601,2026,1,import,50708594.205,Denmark,DNK
202601,2026,1,import,6427817.549,Dominican Rep.,DOM
202601,2026,1,import,4959068.35,El Salvador,SLV
202601,2026,1,import,16113239.54,Estonia,EST
202601,2026,1,import,323206.265,Faroe Isds,FRO
202601,2026,1,import,925564.928,Fiji,FJI
202601,2026,1,import,24871168.834,Finland,FIN
202601,2026,1,import,5508987.405,Georgia,GEO
202601,2026,1,import,338978340.632,Germany,DEU
202601,2026,1,import,1513564.215,Ghana,GHA
202601,2026,1,import,39135414.613,Greece,GRC
202601,2026,1,import,137134.952,Grenada,GRD
202601,2026,1,import,11360636.0,Guatemala,GTM
202601,2026,1,import,315561.425,Guyana,GUY
202601,2026,1,import,315688959.208,"China, Hong Kong SAR",HKG
202601,2026,1,import,25959918.298,Hungary,HUN
202601,2026,1,import,2834570.742,Iceland,ISL
202601,2026,1,import,72566646.512,Indonesia,IDN
202601,2026,1,import,45754507.246,Ireland,IRL
202601,2026,1,import,17448000.0,Israel,ISR
202601,2026,1,import,189445194.382,Italy,ITA
202601,2026,1,import,164999595.504,Japan,JPN
202601,2026,1,import,3039091.0,Kyrgyzstan,KGZ
202601,2026,1,import,7875587.67,Latvia,LVA
202601,2026,1,import,15304080.0,Lithuania,LTU
202601,2026,1,import,11184618.818,Luxembourg,LUX
202601,2026,1,import,107811813.974,"China, Macao SAR",MAC
202601,2026,1,import,55227008.883,Malaysia,MYS
202601,2026,1,import,2717204.791,Mauritius,MUS
202601,2026,1,import,84844921.0,Mexico,MEX
202601,2026,1,import,3030632.0,Rep. of Moldova,MDA
202601,2026,1,import,142726092.733,Netherlands,NLD
202601,2026,1,import,23956012.325,New Zealand,NZL
202601,2026,1,import,43124286.884,Norway,NOR
202601,2026,1,import,3019869.634,Pakistan,PAK
202601,2026,1,import,3292573.0,Panama,PAN
202601,2026,1,import,6475185.76,Paraguay,PRY
202601,2026,1,import,24974231.0,Philippines,PHL
202601,2026,1,import,181821087.0,Poland,POL
202601,2026,1,import,39153358.017,Portugal,PRT
202601,2026,1,import,30845982.5,Romania,ROU
202601,2026,1,import,7260082.0,Serbia,SRB
202601,2026,1,import,35499336.568,India,IND
202601,2026,1,import,37610741.922,Slovakia,SVK
202601,2026,1,import,9601781.688,Slovenia,SVN
202601,2026,1,import,21700680.757,South Africa,ZAF
202601,2026,1,import,192647062.308,Spain,ESP
202601,2026,1,import,366066.818,South Sudan,SSD
202601,2026,1,import,56960183.947,Sweden,SWE
202601,2026,1,import,66767234.782,Switzerland,CHE
202601,2026,1,import,239629.58,Togo,TGO
202601,2026,1,import,2039079.056,North Macedonia,MKD
202601,2026,1,import,3205190.58,Egypt,EGY
202601,2026,1,import,234647098.619,United Kingdom,GBR
202601,2026,1,import,548663954.0,USA,USA
202601,2026,1,import,4496514.0,Uzbekistan,UZB
202602,2026,2,import,4562561.329,Andorra,AND
202602,2026,2,import,592318.73,Angola,AGO
202602,2026,2,import,7400387.68,Azerbaijan,AZE
202602,2026,2,import,10672150.82,Argentina,ARG
202602,2026,2,import,107471484.824,Australia,AUS
202602,2026,2,import,2879737.76,Armenia,ARM
202602,2026,2,import,494570.5,Barbados,BRB
202602,2026,2,import,101862797.042,Belgium,BEL
202602,2026,2,import,2352720.0,Bolivia (Plurinational State of),BOL
202602,2026,2,import,9636581.103,Bosnia Herzegovina,BIH
202602,2026,2,import,19884677.0,Brazil,BRA
202602,2026,2,import,29798.465,Belize,BLZ
202602,2026,2,import,154243799.956,Canada,CAN
202602,2026,2,import,24584153.364,Chile,CHL
202602,2026,2,import,32631339.0,Croatia,HRV
202602,2026,2,import,103995873.0,Czechia,CZE
202602,2026,2,import,56930022.464,Denmark,DNK
202602,2026,2,import,5538932.81,Dominican Rep.,DOM
202602,2026,2,import,5254610.88,El Salvador,SLV
202602,2026,2,import,18932189.37,Estonia,EST
202602,2026,2,import,401754.082,Faroe Isds,FRO
202602,2026,2,import,687536.945,Fiji,FJI
202602,2026,2,import,25688657.015,Finland,FIN
202602,2026,2,import,8066935.177,Georgia,GEO
202602,2026,2,import,303573714.0,Germany,DEU
202602,2026,2,import,1571443.752,Ghana,GHA
202602,2026,2,import,38464731.771,Greece,GRC
202602,2026,2,import,115153.126,Grenada,GRD
202602,2026,2,import,10008761.0,Guatemala,GTM
202602,2026,2,import,471866.3,Guyana,GUY
202602,2026,2,import,271302415.692,"China, Hong Kong SAR",HKG
202602,2026,2,import,25945111.065,Hungary,HUN
202602,2026,2,import,3185393.409,Iceland,ISL
202602,2026,2,import,53523148.499,Indonesia,IDN
202602,2026,2,import,47345464.137,Ireland,IRL
202602,2026,2,import,177591141.307,Italy,ITA
202602,2026,2,import,155097385.295,Japan,JPN
202602,2026,2,import,3259988.0,Kyrgyzstan,KGZ
202602,2026,2,import,11186024.25,Latvia,LVA
202602,2026,2,import,15404656.0,Lithuania,LTU
202602,2026,2,import,12426192.334,Luxembourg,LUX
202602,2026,2,import,66107587.007,"China, Macao SAR",MAC
202602,2026,2,import,54413643.974,Malaysia,MYS
202602,2026,2,import,2776406.376,Mauritius,MUS
202602,2026,2,import,89979434.0,Mexico,MEX
202602,2026,2,import,4702516.0,Rep. of Moldova,MDA
202602,2026,2,import,164380680.641,Netherlands,NLD
202602,2026,2,import,20063235.731,New Zealand,NZL
202602,2026,2,import,44265926.264,Norway,NOR
202602,2026,2,import,3771913.0,Panama,PAN
202602,2026,2,import,4498484.439,Paraguay,PRY
202602,2026,2,import,20897724.0,Philippines,PHL
202602,2026,2,import,164835043.0,Poland,POL
202602,2026,2,import,37921825.648,Portugal,PRT
202602,2026,2,import,40998442.37,Romania,ROU
202602,2026,2,import,13206419.0,Serbia,SRB
202602,2026,2,import,39805801.111,India,IND
202602,2026,2,import,42165915.443,Slovakia,SVK
202602,2026,2,import,11027525.426,Slovenia,SVN
202602,2026,2,import,18449379.545,South Africa,ZAF
202602,2026,2,import,182936894.833,Spain,ESP
202602,2026,2,import,147829.981,South Sudan,SSD
202602,2026,2,import,66976920.923,Sweden,SWE
202602,2026,2,import,75722059.121,Switzerland,CHE
202602,2026,2,import,237373.864,Togo,TGO
202602,2026,2,import,3578866.21,North Macedonia,MKD
202602,2026,2,import,3889955.303,Egypt,EGY
202602,2026,2,import,246026705.838,United Kingdom,GBR
202602,2026,2,import,561936822.0,USA,USA
202602,2026,2,import,4946516.0,Uzbekistan,UZB
202603,2026,3,import,4140492.094,Andorra,AND
202603,2026,3,import,1250076.31,Angola,AGO
202603,2026,3,import,4914052.16,Azerbaijan,AZE
202603,2026,3,import,11910380.26,Argentina,ARG
202603,2026,3,import,121265431.582,Australia,AUS
202603,2026,3,import,4020457.25,Armenia,ARM
202603,2026,3,import,649636.0,Barbados,BRB
202603,2026,3,import,117910032.273,Belgium,BEL
202603,2026,3,import,3420175.0,Bolivia (Plurinational State of),BOL
202603,2026,3,import,8411413.325,Bosnia Herzegovina,BIH
202603,2026,3,import,25040062.0,Brazil,BRA
202603,2026,3,import,98338.745,Belize,BLZ
202603,2026,3,import,164320473.324,Canada,CAN
202603,2026,3,import,34642921.121,Chile,CHL
202603,2026,3,import,30878271.0,Croatia,HRV
202603,2026,3,import,118153870.0,Czechia,CZE
202603,2026,3,import,60460699.454,Denmark,DNK
202603,2026,3,import,8262067.51,El Salvador,SLV
202603,2026,3,import,22416249.34,Estonia,EST
202603,2026,3,import,451433.125,Faroe Isds,FRO
202603,2026,3,import,687630.018,Fiji,FJI
202603,2026,3,import,27986770.579,Finland,FIN
202603,2026,3,import,10689906.616,Georgia,GEO
202603,2026,3,import,314977207.0,Germany,DEU
202603,2026,3,import,1799783.794,Ghana,GHA
202603,2026,3,import,36941352.079,Greece,GRC
202603,2026,3,import,171633.374,Grenada,GRD
202603,2026,3,import,13639256.0,Guatemala,GTM
202603,2026,3,import,601553.248,Guyana,GUY
202603,2026,3,import,369822310.794,"China, Hong Kong SAR",HKG
202603,2026,3,import,30735064.413,Hungary,HUN
202603,2026,3,import,4107748.554,Iceland,ISL
202603,2026,3,import,37622660.432,Indonesia,IDN
202603,2026,3,import,54844667.616,Ireland,IRL
202603,2026,3,import,20010000.0,Israel,ISR
202603,2026,3,import,179750710.029,Italy,ITA
202603,2026,3,import,158134764.88,Japan,JPN
202603,2026,3,import,4842473.0,Kyrgyzstan,KGZ
202603,2026,3,import,9094720.389,Latvia,LVA
202603,2026,3,import,22457385.0,Lithuania,LTU
202603,2026,3,import,12483602.97,Luxembourg,LUX
202603,2026,3,import,50477267.885,Malaysia,MYS
202603,2026,3,import,3489036.779,Mauritius,MUS
202603,2026,3,import,111887929.0,Mexico,MEX
202603,2026,3,import,4884695.0,Rep. of Moldova,MDA
202603,2026,3,import,180856540.554,Netherlands,NLD
202603,2026,3,import,23953880.422,New Zealand,NZL
202603,2026,3,import,50641320.05,Norway,NOR
202603,2026,3,import,3991819.0,Panama,PAN
202603,2026,3,import,7724298.003,Paraguay,PRY
202603,2026,3,import,25217780.0,Philippines,PHL
202603,2026,3,import,176732758.0,Poland,POL
202603,2026,3,import,57232524.395,Portugal,PRT
202603,2026,3,import,50206094.0,Romania,ROU
202603,2026,3,import,13914247.0,Serbia,SRB
202603,2026,3,import,40678953.019,India,IND
202603,2026,3,import,41022902.807,Slovakia,SVK
202603,2026,3,import,12738359.216,Slovenia,SVN
202603,2026,3,import,32691574.683,South Africa,ZAF
202603,2026,3,import,170982660.645,Spain,ESP
202603,2026,3,import,280357.81,South Sudan,SSD
202603,2026,3,import,74276908.386,Sweden,SWE
202603,2026,3,import,76879290.27,Switzerland,CHE
202603,2026,3,import,210798.203,Togo,TGO
202603,2026,3,import,4428599.736,North Macedonia,MKD
202603,2026,3,import,296518764.274,United Kingdom,GBR
202603,2026,3,import,676088343.0,USA,USA
202604,2026,4,import,2963396.505,Andorra,AND
202604,2026,4,import,1213119.49,Angola,AGO
202604,2026,4,import,6953978.95,Azerbaijan,AZE
202604,2026,4,import,103062948.434,Australia,AUS
202604,2026,4,import,2993215.55,Armenia,ARM
202604,2026,4,import,751267.0,Barbados,BRB
202604,2026,4,import,3043922.0,Bolivia (Plurinational State of),BOL
202604,2026,4,import,9152333.835,Bosnia Herzegovina,BIH
202604,2026,4,import,25480223.0,Brazil,BRA
202604,2026,4,import,40774.915,Belize,BLZ
202604,2026,4,import,152663599.761,Canada,CAN
202604,2026,4,import,32732010.123,Chile,CHL
202604,2026,4,import,105823833.0,Czechia,CZE
202604,2026,4,import,60857171.429,Denmark,DNK
202604,2026,4,import,26708737.78,Estonia,EST
202604,2026,4,import,9432875.96,Georgia,GEO
202604,2026,4,import,288148767.0,Germany,DEU
202604,2026,4,import,34646989.578,Greece,GRC
202604,2026,4,import,29137738.514,Hungary,HUN
202604,2026,4,import,4021803.579,Iceland,ISL
202604,2026,4,import,57583178.58,Indonesia,IDN
202604,2026,4,import,22054000.0,Israel,ISR
202604,2026,4,import,184291961.611,Japan,JPN
202604,2026,4,import,9044515.653,Latvia,LVA
202604,2026,4,import,19369556.0,Lithuania,LTU
202604,2026,4,import,12127758.81,Luxembourg,LUX
202604,2026,4,import,66523189.46,Malaysia,MYS
202604,2026,4,import,101007044.0,Mexico,MEX
202604,2026,4,import,20810587.404,New Zealand,NZL
202604,2026,4,import,44884903.467,Norway,NOR
202604,2026,4,import,4650323.0,Panama,PAN
202604,2026,4,import,49751818.371,Portugal,PRT
202604,2026,4,import,13246987.0,Serbia,SRB
202604,2026,4,import,71199264.185,Switzerland,CHE
202604,2026,4,import,3755020.663,North Macedonia,MKD
202605,2026,5,import,2940341.552,Andorra,AND
202605,2026,5,import,1167943.5,Barbados,BRB
202605,2026,5,import,20269124.0,Brazil,BRA
202605,2026,5,import,10218558.242,Georgia,GEO
202605,2026,5,import,23318968.396,New Zealand,NZL
202605,2026,5,import,49188172.848,Norway,NOR
202605,2026,5,import,66535510.119,Switzerland,CHE
