country,query_id,category,type,keyword,avg_score,peak_score,recent_mean,prior_mean,momentum_3m,momentum_6m,growth_yoy,trend_label,latest_date
KR,cleanser_subcategories,cleanser_oil_control,subcategory,oil control cleanser,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
KR,cleanser_subcategories,cleanser_oil_control,subcategory,salicylic acid cleanser,5.27,100.0,37.54,0.0,,,6.508,insufficient data,2025-12-28
KR,moisturizer_baseline,moisturizer_hydration,baseline,moisturizer,17.72,100.0,47.92,4.08,10.755,0.837,0.308,rising,2025-12-28
KR,moisturizer_subcategories,moisturizer_hydration,subcategory,barrier cream,9.06,100.0,54.31,0.0,,3.675,8.117,insufficient data,2025-12-28
KR,moisturizer_subcategories,moisturizer_hydration,subcategory,ceramide moisturizer,3.64,66.0,29.38,0.0,,,,insufficient data,2025-12-28
KR,moisturizer_subcategories,moisturizer_hydration,subcategory,hydrating serum,2.7,46.0,18.38,0.0,,10.381,9.833,insufficient data,2025-12-28
KR,moisturizer_subcategories,moisturizer_hydration,subcategory,skin flooding,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
KR,sunscreen_baseline,sunscreen_spf,baseline,sunscreen,22.59,100.0,54.85,9.77,4.614,0.582,0.396,rising,2025-12-28
KR,sunscreen_subcategories,sunscreen_spf,subcategory,SPF moisturizer,1.81,33.0,9.15,2.23,3.103,,2.524,rising,2025-12-28
KR,sunscreen_subcategories,sunscreen_spf,subcategory,mineral sunscreen,10.59,100.0,51.92,0.0,,4.315,1.587,insufficient data,2025-12-28
KR,sunscreen_subcategories,sunscreen_spf,subcategory,reef safe sunscreen,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
KR,sunscreen_subcategories,sunscreen_spf,subcategory,tinted sunscreen,4.6,60.0,29.08,0.0,,3.554,19.955,insufficient data,2025-12-28
MY,brands_tier1,brands,brand,La Roche-Posay,5.38,28.0,14.92,8.31,0.796,0.669,4.89,rising,2025-12-28
MY,brands_tier1,brands,brand,Neutrogena,17.05,35.0,19.92,14.15,0.408,0.07,-0.061,rising,2025-12-28
MY,brands_tier2,brands,brand,Anua,22.4,43.0,22.77,17.54,0.298,0.006,-0.178,rising,2025-12-28
MY,brands_tier1,brands,brand,CeraVe,53.73,100.0,75.62,63.23,0.196,0.287,0.346,stable,2025-12-28
MY,brands_tier2,brands,brand,CeraVe,42.64,79.0,60.0,50.15,0.196,0.288,0.345,stable,2025-12-28
MY,brands_tier1,brands,brand,Cetaphil,60.16,96.0,66.0,56.15,0.175,0.023,0.015,stable,2025-12-28
MY,brands_tier2,brands,brand,Torriden,13.75,24.0,19.77,17.23,0.147,0.44,0.315,stable,2025-12-28
MY,brands_tier1,brands,brand,Laneige,40.64,60.0,40.38,35.46,0.139,-0.082,-0.047,stable,2025-12-28
MY,brands_tier2,brands,brand,The Ordinary,43.29,85.0,50.15,49.62,0.011,0.198,0.122,stable,2025-12-28
MY,brands_tier2,brands,brand,COSRX,37.6,100.0,26.77,27.38,-0.022,-0.061,-0.398,stable,2025-12-28
MY,cleanser_subcategories,cleanser_oil_control,subcategory,salicylic acid cleanser,12.9,39.0,17.46,4.92,2.547,1.385,-0.548,rising,2025-12-28
MY,cleanser_baseline,cleanser_oil_control,baseline,face wash,71.17,100.0,86.31,74.0,0.166,0.134,0.129,stable,2025-12-28
MY,cleanser_subcategories,cleanser_oil_control,subcategory,micellar water,63.5,100.0,60.77,53.38,0.138,0.002,-0.181,stable,2025-12-28
MY,cleanser_subcategories,cleanser_oil_control,subcategory,double cleansing,4.67,29.0,0.0,0.0,,-1.0,-0.879,insufficient data,2025-12-28
MY,cleanser_subcategories,cleanser_oil_control,subcategory,oil control cleanser,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
MY,moisturizer_subcategories,moisturizer_hydration,subcategory,ceramide moisturizer,18.63,100.0,49.54,15.08,2.286,7.235,-0.03,rising,2025-12-28
MY,moisturizer_subcategories,moisturizer_hydration,subcategory,barrier cream,28.99,99.0,59.46,33.23,0.789,0.271,1.416,rising,2025-12-28
MY,moisturizer_subcategories,moisturizer_hydration,subcategory,hydrating serum,5.01,65.0,10.31,7.23,0.426,1.651,0.481,rising,2025-12-28
MY,moisturizer_baseline,moisturizer_hydration,baseline,moisturizer,63.6,100.0,67.0,58.46,0.146,0.055,-0.07,stable,2025-12-28
MY,moisturizer_subcategories,moisturizer_hydration,subcategory,skin flooding,0.47,49.0,0.0,3.77,-1.0,,,declining,2025-12-28
MY,sunscreen_subcategories,sunscreen_spf,subcategory,mineral sunscreen,17.01,48.0,26.08,14.15,0.842,0.26,0.106,rising,2025-12-28
MY,sunscreen_baseline,sunscreen_spf,baseline,sunscreen,62.25,100.0,58.62,59.54,-0.016,0.0,-0.093,stable,2025-12-28
MY,sunscreen_subcategories,sunscreen_spf,subcategory,tinted sunscreen,44.18,100.0,53.23,60.15,-0.115,-0.151,1.3,stable,2025-12-28
MY,sunscreen_subcategories,sunscreen_spf,subcategory,SPF moisturizer,0.42,23.0,0.0,0.0,,,-1.0,insufficient data,2025-12-28
MY,sunscreen_subcategories,sunscreen_spf,subcategory,reef safe sunscreen,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
PH,brands_tier1,brands,brand,La Roche-Posay,0.7,8.0,4.08,0.54,6.571,7.571,8.571,rising,2025-12-28
PH,brands_tier2,brands,brand,Torriden,1.6,7.0,4.15,0.69,5.0,0.235,1.111,rising,2025-12-28
PH,brands_tier1,brands,brand,CeraVe,31.08,47.0,33.69,29.0,0.162,-0.011,0.039,stable,2025-12-28
PH,brands_tier2,brands,brand,CeraVe,37.17,56.0,40.15,34.62,0.16,-0.015,0.038,stable,2025-12-28
PH,brands_tier1,brands,brand,Neutrogena,14.88,22.0,14.69,12.69,0.158,-0.108,-0.041,stable,2025-12-28
PH,brands_tier1,brands,brand,Laneige,7.6,12.0,8.08,7.15,0.129,-0.043,0.055,stable,2025-12-28
PH,brands_tier2,brands,brand,Anua,12.57,23.0,12.46,11.08,0.125,-0.14,0.03,stable,2025-12-28
PH,brands_tier2,brands,brand,COSRX,20.53,32.0,18.92,17.85,0.06,0.006,-0.186,stable,2025-12-28
PH,brands_tier1,brands,brand,Cetaphil,74.17,100.0,74.0,72.54,0.02,-0.047,0.028,stable,2025-12-28
PH,brands_tier2,brands,brand,The Ordinary,67.86,100.0,61.92,69.23,-0.106,0.045,-0.101,stable,2025-12-28
PH,cleanser_subcategories,cleanser_oil_control,subcategory,micellar water,42.08,100.0,42.38,37.92,0.118,0.027,-0.103,stable,2025-12-28
PH,cleanser_baseline,cleanser_oil_control,baseline,face wash,72.2,100.0,78.38,70.38,0.114,-0.003,0.07,stable,2025-12-28
PH,cleanser_subcategories,cleanser_oil_control,subcategory,salicylic acid cleanser,28.3,42.0,26.15,27.38,-0.045,0.028,-0.118,stable,2025-12-28
PH,cleanser_subcategories,cleanser_oil_control,subcategory,double cleansing,1.17,10.0,0.0,0.0,,-1.0,-0.872,insufficient data,2025-12-28
PH,cleanser_subcategories,cleanser_oil_control,subcategory,oil control cleanser,0.06,6.0,0.0,0.0,,,-1.0,insufficient data,2025-12-28
PH,moisturizer_subcategories,moisturizer_hydration,subcategory,hydrating serum,2.76,49.0,6.46,3.31,0.953,,-0.221,rising,2025-12-28
PH,moisturizer_subcategories,moisturizer_hydration,subcategory,ceramide moisturizer,24.44,100.0,57.69,45.31,0.273,0.891,2.944,rising,2025-12-28
PH,moisturizer_subcategories,moisturizer_hydration,subcategory,barrier cream,17.76,71.0,41.23,32.92,0.252,0.743,3.359,rising,2025-12-28
PH,moisturizer_baseline,moisturizer_hydration,baseline,moisturizer,70.3,100.0,78.77,70.69,0.114,0.019,0.119,stable,2025-12-28
PH,moisturizer_subcategories,moisturizer_hydration,subcategory,skin flooding,0.32,34.0,0.0,0.0,,-1.0,,insufficient data,2025-12-28
PH,sunscreen_baseline,sunscreen_spf,baseline,sunscreen,60.7,100.0,56.08,53.69,0.044,-0.209,0.052,stable,2025-12-28
PH,sunscreen_subcategories,sunscreen_spf,subcategory,tinted sunscreen,46.1,100.0,49.62,53.62,-0.075,-0.158,0.583,stable,2025-12-28
PH,sunscreen_subcategories,sunscreen_spf,subcategory,mineral sunscreen,19.28,66.0,15.15,17.08,-0.113,-0.414,0.292,stable,2025-12-28
PH,sunscreen_subcategories,sunscreen_spf,subcategory,SPF moisturizer,2.65,16.0,1.54,2.31,-0.333,-0.107,-0.342,declining,2025-12-28
PH,sunscreen_subcategories,sunscreen_spf,subcategory,reef safe sunscreen,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
SG,brands_tier1,brands,brand,La Roche-Posay,5.27,36.0,21.38,4.31,3.964,2.009,3.12,rising,2025-12-28
SG,brands_tier2,brands,brand,Anua,30.62,56.0,33.85,21.85,0.549,-0.035,-0.136,rising,2025-12-28
SG,brands_tier2,brands,brand,Torriden,29.18,54.0,39.46,27.46,0.437,0.217,0.089,rising,2025-12-28
SG,brands_tier1,brands,brand,CeraVe,52.73,100.0,75.69,54.46,0.39,0.381,0.138,rising,2025-12-28
SG,brands_tier2,brands,brand,CeraVe,52.73,100.0,75.69,54.46,0.39,0.381,0.138,rising,2025-12-28
SG,brands_tier1,brands,brand,Neutrogena,23.81,42.0,27.23,19.77,0.377,0.123,-0.126,rising,2025-12-28
SG,brands_tier1,brands,brand,Cetaphil,43.2,67.0,53.77,41.23,0.304,0.157,0.053,rising,2025-12-28
SG,brands_tier1,brands,brand,Laneige,58.86,87.0,63.15,50.23,0.257,0.054,-0.113,rising,2025-12-28
SG,brands_tier2,brands,brand,COSRX,28.54,52.0,29.0,23.62,0.228,0.204,-0.263,rising,2025-12-28
SG,brands_tier2,brands,brand,The Ordinary,51.64,82.0,63.15,55.0,0.148,0.23,0.084,stable,2025-12-28
SG,cleanser_subcategories,cleanser_oil_control,subcategory,salicylic acid cleanser,7.58,59.0,8.69,3.31,1.628,,-0.756,rising,2025-12-28
SG,cleanser_baseline,cleanser_oil_control,baseline,face wash,58.66,100.0,82.15,55.15,0.49,0.223,0.135,rising,2025-12-28
SG,cleanser_subcategories,cleanser_oil_control,subcategory,micellar water,53.59,100.0,62.46,53.23,0.173,0.254,-0.063,stable,2025-12-28
SG,cleanser_subcategories,cleanser_oil_control,subcategory,double cleansing,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
SG,cleanser_subcategories,cleanser_oil_control,subcategory,oil control cleanser,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
SG,moisturizer_subcategories,moisturizer_hydration,subcategory,barrier cream,28.4,100.0,61.46,21.92,1.804,0.233,1.017,rising,2025-12-28
SG,moisturizer_baseline,moisturizer_hydration,baseline,moisturizer,59.9,100.0,79.46,52.85,0.504,0.186,0.037,rising,2025-12-28
SG,moisturizer_subcategories,moisturizer_hydration,subcategory,ceramide moisturizer,1.5,54.0,4.15,0.0,,,-0.481,insufficient data,2025-12-28
SG,moisturizer_subcategories,moisturizer_hydration,subcategory,hydrating serum,1.33,50.0,3.85,0.0,,,-0.444,insufficient data,2025-12-28
SG,moisturizer_subcategories,moisturizer_hydration,subcategory,skin flooding,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
SG,sunscreen_subcategories,sunscreen_spf,subcategory,mineral sunscreen,19.61,68.0,34.08,16.31,1.09,0.456,0.196,rising,2025-12-28
SG,sunscreen_baseline,sunscreen_spf,baseline,sunscreen,70.99,100.0,80.0,68.92,0.161,0.057,0.04,stable,2025-12-28
SG,sunscreen_subcategories,sunscreen_spf,subcategory,tinted sunscreen,25.89,100.0,25.38,32.69,-0.224,-0.367,1.525,declining,2025-12-28
SG,sunscreen_subcategories,sunscreen_spf,subcategory,SPF moisturizer,0.29,30.0,0.0,0.0,,-1.0,,insufficient data,2025-12-28
SG,sunscreen_subcategories,sunscreen_spf,subcategory,reef safe sunscreen,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TH,brands_tier1,brands,brand,La Roche-Posay,5.14,21.0,11.08,7.77,0.426,0.667,1.649,rising,2025-12-28
TH,brands_tier2,brands,brand,The Ordinary,23.91,58.0,28.15,22.38,0.258,0.199,-0.062,rising,2025-12-28
TH,brands_tier2,brands,brand,Anua,9.16,20.0,7.77,6.38,0.217,-0.115,-0.292,rising,2025-12-28
TH,brands_tier1,brands,brand,CeraVe,60.75,100.0,57.31,47.77,0.2,-0.053,-0.192,stable,2025-12-28
TH,brands_tier2,brands,brand,CeraVe,60.75,100.0,57.31,47.77,0.2,-0.053,-0.192,stable,2025-12-28
TH,brands_tier1,brands,brand,Neutrogena,13.82,21.0,13.85,12.08,0.146,-0.034,-0.085,stable,2025-12-28
TH,brands_tier2,brands,brand,COSRX,8.36,13.0,9.23,8.23,0.121,0.141,-0.038,stable,2025-12-28
TH,brands_tier1,brands,brand,Cetaphil,13.46,22.0,15.23,14.15,0.076,0.151,0.045,stable,2025-12-28
TH,brands_tier1,brands,brand,Laneige,15.76,29.0,12.15,11.38,0.068,-0.19,-0.278,stable,2025-12-28
TH,brands_tier2,brands,brand,Torriden,5.11,14.0,9.85,9.23,0.067,0.494,2.366,stable,2025-12-28
TH,cleanser_subcategories,cleanser_oil_control,subcategory,salicylic acid cleanser,3.04,57.0,11.85,3.23,2.667,,0.593,rising,2025-12-28
TH,cleanser_baseline,cleanser_oil_control,baseline,face wash,36.44,100.0,69.46,37.69,0.843,0.534,0.551,rising,2025-12-28
TH,cleanser_subcategories,cleanser_oil_control,subcategory,micellar water,53.67,100.0,60.23,56.62,0.064,0.04,0.14,stable,2025-12-28
TH,cleanser_subcategories,cleanser_oil_control,subcategory,double cleansing,0.41,43.0,0.0,0.0,,,-1.0,insufficient data,2025-12-28
TH,cleanser_subcategories,cleanser_oil_control,subcategory,oil control cleanser,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TH,moisturizer_subcategories,moisturizer_hydration,subcategory,barrier cream,18.87,100.0,48.23,16.92,1.85,1.723,0.407,rising,2025-12-28
TH,moisturizer_baseline,moisturizer_hydration,baseline,moisturizer,55.34,100.0,71.92,49.23,0.461,0.186,0.025,rising,2025-12-28
TH,moisturizer_subcategories,moisturizer_hydration,subcategory,ceramide moisturizer,2.66,62.0,12.08,0.0,,1.532,2.65,insufficient data,2025-12-28
TH,moisturizer_subcategories,moisturizer_hydration,subcategory,hydrating serum,0.58,61.0,0.0,0.0,,-1.0,,insufficient data,2025-12-28
TH,moisturizer_subcategories,moisturizer_hydration,subcategory,skin flooding,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TH,sunscreen_subcategories,sunscreen_spf,subcategory,mineral sunscreen,1.87,100.0,11.38,1.77,5.435,5.84,,rising,2025-12-28
TH,sunscreen_subcategories,sunscreen_spf,subcategory,tinted sunscreen,0.39,21.0,2.38,0.77,2.1,,,rising,2025-12-28
TH,sunscreen_baseline,sunscreen_spf,baseline,sunscreen,59.37,100.0,79.15,53.31,0.485,0.089,0.146,rising,2025-12-28
TH,sunscreen_subcategories,sunscreen_spf,subcategory,SPF moisturizer,0.1,11.0,0.0,0.0,,,-1.0,insufficient data,2025-12-28
TH,sunscreen_subcategories,sunscreen_spf,subcategory,reef safe sunscreen,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TW,brands_tier2,brands,brand,Anua,2.89,12.0,6.77,2.62,1.588,0.312,1.622,rising,2025-12-28
TW,brands_tier1,brands,brand,Laneige,4.39,13.0,6.0,2.38,1.516,-0.155,0.067,rising,2025-12-28
TW,brands_tier2,brands,brand,COSRX,7.16,13.0,9.08,4.54,1.0,0.099,-0.17,rising,2025-12-28
TW,brands_tier1,brands,brand,Neutrogena,7.11,15.0,9.54,6.15,0.55,0.222,0.014,rising,2025-12-28
TW,brands_tier1,brands,brand,Cetaphil,15.48,33.0,21.69,14.46,0.5,0.111,0.242,rising,2025-12-28
TW,brands_tier2,brands,brand,The Ordinary,17.35,41.0,26.23,19.23,0.364,0.394,0.283,rising,2025-12-28
TW,brands_tier1,brands,brand,CeraVe,62.92,100.0,78.62,58.0,0.355,0.09,0.086,rising,2025-12-28
TW,brands_tier2,brands,brand,CeraVe,62.92,100.0,78.62,58.0,0.355,0.09,0.086,rising,2025-12-28
TW,brands_tier2,brands,brand,Torriden,18.0,32.0,25.77,23.38,0.102,0.145,0.745,stable,2025-12-28
TW,brands_tier1,brands,brand,La Roche-Posay,1.47,23.0,10.0,0.0,,5.5,36.5,insufficient data,2025-12-28
TW,cleanser_baseline,cleanser_oil_control,baseline,face wash,21.94,100.0,60.92,1.31,45.588,0.814,0.235,rising,2025-12-28
TW,cleanser_subcategories,cleanser_oil_control,subcategory,double cleansing,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TW,cleanser_subcategories,cleanser_oil_control,subcategory,micellar water,7.21,100.0,20.0,0.0,,,-0.477,insufficient data,2025-12-28
TW,cleanser_subcategories,cleanser_oil_control,subcategory,oil control cleanser,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TW,cleanser_subcategories,cleanser_oil_control,subcategory,salicylic acid cleanser,0.7,74.0,5.69,0.0,,,,insufficient data,2025-12-28
TW,moisturizer_baseline,moisturizer_hydration,baseline,moisturizer,23.5,100.0,51.62,13.46,2.834,0.555,0.314,rising,2025-12-28
TW,moisturizer_subcategories,moisturizer_hydration,subcategory,barrier cream,4.06,100.0,23.62,0.0,,4.117,5.22,insufficient data,2025-12-28
TW,moisturizer_subcategories,moisturizer_hydration,subcategory,ceramide moisturizer,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TW,moisturizer_subcategories,moisturizer_hydration,subcategory,hydrating serum,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TW,moisturizer_subcategories,moisturizer_hydration,subcategory,skin flooding,0.57,60.0,0.0,0.0,,,,insufficient data,2025-12-28
TW,sunscreen_baseline,sunscreen_spf,baseline,sunscreen,31.65,100.0,59.85,24.23,1.47,0.375,0.339,rising,2025-12-28
TW,sunscreen_subcategories,sunscreen_spf,subcategory,SPF moisturizer,0.0,0.0,0.0,0.0,,,,insufficient data,2025-12-28
TW,sunscreen_subcategories,sunscreen_spf,subcategory,mineral sunscreen,1.58,100.0,12.77,0.0,,,,insufficient data,2025-12-28
TW,sunscreen_subcategories,sunscreen_spf,subcategory,reef safe sunscreen,0.57,60.0,0.0,0.0,,-1.0,,insufficient data,2025-12-28
TW,sunscreen_subcategories,sunscreen_spf,subcategory,tinted sunscreen,0.62,65.0,0.0,0.0,,-1.0,,insufficient data,2025-12-28
US,brands_tier1,brands,brand,Laneige,19.88,57.0,22.69,15.54,0.46,0.025,-0.092,rising,2025-12-28
US,brands_tier1,brands,brand,Neutrogena,30.7,75.0,35.46,30.62,0.158,0.085,0.071,stable,2025-12-28
US,brands_tier1,brands,brand,La Roche-Posay,6.04,34.0,12.08,10.69,0.129,1.161,1.198,stable,2025-12-28
US,brands_tier2,brands,brand,The Ordinary,47.79,82.0,59.15,52.46,0.128,0.269,0.092,stable,2025-12-28
US,brands_tier2,brands,brand,Anua,11.54,23.0,15.54,14.0,0.11,0.171,0.453,stable,2025-12-28
US,brands_tier2,brands,brand,COSRX,9.33,21.0,10.54,9.62,0.096,0.248,-0.046,stable,2025-12-28
US,brands_tier1,brands,brand,CeraVe,51.9,100.0,58.38,56.15,0.04,0.144,0.077,stable,2025-12-28
US,brands_tier2,brands,brand,CeraVe,51.9,100.0,58.38,56.15,0.04,0.144,0.077,stable,2025-12-28
US,brands_tier2,brands,brand,Torriden,1.7,4.0,2.38,2.38,0.0,0.17,0.825,stable,2025-12-28
US,brands_tier1,brands,brand,Cetaphil,19.93,33.0,21.0,21.15,-0.007,0.07,0.048,stable,2025-12-28
US,cleanser_subcategories,cleanser_oil_control,subcategory,double cleansing,9.4,15.0,10.08,9.54,0.056,0.133,-0.026,stable,2025-12-28
US,cleanser_baseline,cleanser_oil_control,baseline,face wash,58.65,100.0,68.0,65.69,0.035,0.139,0.153,stable,2025-12-28
US,cleanser_subcategories,cleanser_oil_control,subcategory,salicylic acid cleanser,24.41,59.0,30.38,30.62,-0.008,0.315,0.225,stable,2025-12-28
US,cleanser_subcategories,cleanser_oil_control,subcategory,micellar water,67.61,100.0,74.08,76.38,-0.03,0.165,0.07,stable,2025-12-28
US,cleanser_subcategories,cleanser_oil_control,subcategory,oil control cleanser,1.33,5.0,2.15,2.54,-0.152,1.542,0.604,stable,2025-12-28
US,moisturizer_subcategories,moisturizer_hydration,subcategory,ceramide moisturizer,9.57,34.0,19.77,12.23,0.616,0.9,0.764,rising,2025-12-28
US,moisturizer_subcategories,moisturizer_hydration,subcategory,barrier cream,50.77,100.0,79.62,57.77,0.378,0.255,0.547,rising,2025-12-28
US,moisturizer_subcategories,moisturizer_hydration,subcategory,hydrating serum,37.9,65.0,50.38,40.92,0.231,0.136,0.31,rising,2025-12-28
US,moisturizer_baseline,moisturizer_hydration,baseline,moisturizer,69.08,100.0,77.54,69.0,0.124,0.008,0.123,stable,2025-12-28
US,moisturizer_subcategories,moisturizer_hydration,subcategory,skin flooding,2.9,22.0,6.92,7.54,-0.082,1.293,6.714,stable,2025-12-28
US,sunscreen_subcategories,sunscreen_spf,subcategory,SPF moisturizer,25.9,38.0,22.15,25.77,-0.14,-0.19,0.07,stable,2025-12-28
US,sunscreen_subcategories,sunscreen_spf,subcategory,tinted sunscreen,35.62,67.0,31.0,38.54,-0.196,-0.219,0.246,stable,2025-12-28
US,sunscreen_subcategories,sunscreen_spf,subcategory,reef safe sunscreen,9.95,18.0,6.77,9.69,-0.302,-0.35,0.101,declining,2025-12-28
US,sunscreen_baseline,sunscreen_spf,baseline,sunscreen,45.5,100.0,28.69,50.46,-0.431,-0.297,0.103,declining,2025-12-28
US,sunscreen_subcategories,sunscreen_spf,subcategory,mineral sunscreen,43.0,100.0,30.23,54.15,-0.442,-0.252,0.326,declining,2025-12-28
